Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000029179;Tti1;2;157981803;158028433
ENSMUST00000016897;Ttll1;15;83483769;83510893
ENSMUST00000016901;Ttll12;15;83575090;83595157
ENSMUST00000043584;Tubb4b;2;25222160;25224702
ENSMUST00000043680;Tubg1;11;101119938;101126419
ENSMUST00000109353;Tubgcp6;15;89098357;89123087
ENSMUST00000010198;Tusc2;9;107563255;107566112
ENSMUST00000096239;Tut1;19;8953847;8966210
ENSMUST00000014321;Tvp23b;11;62879455;62895185
ENSMUST00000020877;Twistnb;12;33429635;33441392
ENSMUST00000046425;Txlna;4;129626078;129641065
ENSMUST00000084264;Txlna;4;129626083;129640805
ENSMUST00000005487;Txn2;15;77915047;77929006
ENSMUST00000118362;Txndc11;16;11085519;11134611
ENSMUST00000038424;Txndc11;16;11074911;11134650
ENSMUST00000030296;Txndc12;4;108834601;108862127
ENSMUST00000021959;Txndc15;13;55714650;55726227
ENSMUST00000035988;Txndc5;13;38500079;38528490
ENSMUST00000162031;Txndc9;1;37985189;37997315
ENSMUST00000195032;Txndc9;1;37987643;37997616
ENSMUST00000195247;Txndc9;1;37987394;37997893
ENSMUST00000025476;Txnl1;18;63663367;63692322
ENSMUST00000145963;Txnl4a;18;80206795;80225855
ENSMUST00000034159;Txnl4b;8;109565892;109574051
ENSMUST00000040213;Tyw1;5;130257035;130341563
ENSMUST00000052774;Tyw3;3;154576431;154597095
ENSMUST00000014684;U2af1;17;31647081;31658892
ENSMUST00000005041;U2af2;7;5062143;5079938
ENSMUST00000209099;U2af2;7;5062245;5079933
ENSMUST00000111351;Uap1;1;170142002;170174946
ENSMUST00000111350;Uap1;1;170141938;170174957
ENSMUST00000001989;Uba1;X;20662898;20683179
ENSMUST00000102746;Uba2;7;34140688;34168575
ENSMUST00000035166;Uba5;9;104046599;104063134
ENSMUST00000036509;Ubac1;2;25998543;26021747
ENSMUST00000039803;Ubac2;14;121878620;122021034
ENSMUST00000072866;Ubap1;4;41348996;41390525
ENSMUST00000108060;Ubap1;4;41348996;41389766
ENSMUST00000132235;Ubap1;4;41371725;41388692
ENSMUST00000196843;Ubap2l;3;90000293;90052462
ENSMUST00000199834;Ubap2l;3;90006220;90052515
ENSMUST00000090908;Ubap2l;3;90005994;90052452
ENSMUST00000199050;Ubap2l;3;90000813;90003289
ENSMUST00000198322;Ubap2l;3;90000140;90052455
ENSMUST00000064639;Ubap2l;3;90000288;90052475
ENSMUST00000197177;Ubap2l;3;90006219;90021293
ENSMUST00000170693;Ube2d2a;18;35771558;35807168
ENSMUST00000197859;Ube2d3;3;135438565;135468198
ENSMUST00000106291;Ube2d3;3;135438234;135466058
ENSMUST00000166033;Ube2d3;3;135438480;135466950
ENSMUST00000022296;Ube2e1;14;18282722;18331859
ENSMUST00000171165;Ube2f;1;91250337;91290337
ENSMUST00000178627;Ube2f;1;91250319;91286025
ENSMUST00000021148;Ube2g1;11;72607283;72686481
ENSMUST00000174216;Ube2i;17;25262179;25265869
ENSMUST00000049911;Ube2i;17;25261916;25274310
ENSMUST00000173713;Ube2i;17;25262175;25274310
ENSMUST00000172868;Ube2i;17;25266567;25273867
ENSMUST00000124992;Ube2j1;4;33031416;33052363
ENSMUST00000135924;Ube2j1;4;33036728;33052363
ENSMUST00000201292;Ube2k;5;65537276;65595755
ENSMUST00000142407;Ube2k;5;65537233;65598988
ENSMUST00000090192;Ube2l3;16;17152015;17201492
ENSMUST00000099329;Ube2n;10;95515145;95545657
ENSMUST00000196726;Ube2q1;3;89774288;89782744
ENSMUST00000038356;Ube2q1;3;89773616;89784000
ENSMUST00000059555;Ube2q2;9;55148854;55207529
ENSMUST00000040008;Ube2r2;4;41135743;41193380
ENSMUST00000060645;Ube2v1;2;167607844;167631972
ENSMUST00000109207;Ube2v1;2;167607638;167632095
ENSMUST00000117146;Ube2w;1;16569782;16619489
ENSMUST00000100528;Ube2z;11;96047432;96065388
ENSMUST00000049453;Ube3c;5;29569242;29676092
ENSMUST00000117506;Ube4a;9;44923127;44965578
ENSMUST00000103212;Ube4b;4;149328416;149426749
ENSMUST00000033158;Ubfd1;7;122067175;122082194
ENSMUST00000051633;Ubiad1;4;148434495;148444771
ENSMUST00000155676;Ubl4a;X;74365718;74368673
ENSMUST00000129414;Ubl5;9;20643318;20646964
ENSMUST00000160682;Ubl5;9;20644071;20646777
ENSMUST00000163329;Ubl7;9;57910986;57929968
ENSMUST00000052449;Ubn1;16;5050068;5086285
ENSMUST00000160583;Ubn2;6;38433950;38512763
ENSMUST00000159447;Ubn2;6;38491004;38524825
ENSMUST00000028761;Ubox5;2;130590002;130630038
ENSMUST00000009885;Ubp1;9;113930934;113977199
ENSMUST00000084885;Ubp1;9;113930934;113977199
ENSMUST00000076454;Ubqln1;13;58176163;58215619
ENSMUST00000058735;Ubqln1;13;58176156;58215653
ENSMUST00000008748;Ubqln4;3;88553758;88569725
ENSMUST00000028728;Ubr1;2;120860269;120970715
ENSMUST00000113335;Ubr2;17;46930249;47010532
ENSMUST00000113337;Ubr2;17;46928295;47010520
ENSMUST00000055758;Ubr3;2;69897246;70024013
ENSMUST00000097822;Ubr4;4;139380659;139489588
ENSMUST00000110336;Ubr5;15;37967859;38078854
ENSMUST00000046404;Ubr7;12;102757967;102777707
ENSMUST00000096255;Ubxn1;19;8871660;8875664
ENSMUST00000166407;Ubxn1;19;8871559;8875656
ENSMUST00000020962;Ubxn2a;12;4879032;4907705
ENSMUST00000027592;Ubxn4;1;128244162;128279378
ENSMUST00000115151;Ubxn7;16;32332257;32393747
ENSMUST00000095349;Ubxn8;8;33619586;33641967
ENSMUST00000002289;Uchl3;14;101653994;101696125
ENSMUST00000018333;Uchl5;1;143777281;143807466
ENSMUST00000189936;Uchl5;1;143777272;143807305
ENSMUST00000138133;Uck1;2;32256269;32259644
ENSMUST00000094398;Uevld;7;46923216;46958527
ENSMUST00000080001;Ufc1;1;171288563;171295024
ENSMUST00000038705;Ufl1;4;25250147;25281763
ENSMUST00000102994;Ufl1;4;25248605;25281821
ENSMUST00000146598;Ufm1;3;53853376;53863830
ENSMUST00000034051;Ufsp2;8;45975528;45996958
ENSMUST00000046875;Uggt1;1;36140027;36244305
ENSMUST00000060895;Ugp2;11;21321673;21371201
ENSMUST00000102875;Ugp2;11;21321138;21370477
ENSMUST00000114849;Uhrf1bp1;17;27856441;27900041
ENSMUST00000020112;Uhrf1bp1l;10;89744991;89819871
ENSMUST00000025739;Uhrf2;19;30030513;30093722
ENSMUST00000099496;Uimc1;13;55028295;55100300
ENSMUST00000004920;Ulk2;11;61775649;61855073
ENSMUST00000053230;Ulk3;9;57589452;57596233
ENSMUST00000023510;Umps;16;33954782;33967038
ENSMUST00000060798;Unc119b;5;115122550;115134975
ENSMUST00000075666;Upf1;8;70331525;70353278
ENSMUST00000043767;Upf3a;8;13785615;13799193
ENSMUST00000076265;Upf3b;X;37091678;37110322
ENSMUST00000034457;Urb2;8;124023394;124048505
ENSMUST00000030446;Urod;4;116989965;116994413
ENSMUST00000034245;Usb1;8;95332284;95347507
ENSMUST00000108988;Usp10;8;119910814;119957560
ENSMUST00000092096;Usp14;18;9993066;10030141
ENSMUST00000116669;Usp14;18;9995594;10030067
ENSMUST00000020334;Usp15;10;123111736;123196953
ENSMUST00000026710;Usp16;16;87454703;87483517
ENSMUST00000041683;Usp22;11;61151785;61175055
ENSMUST00000094933;Usp24;4;106316234;106441322
ENSMUST00000023580;Usp25;16;77013706;77116780
ENSMUST00000046929;Usp31;7;121642021;121707253
ENSMUST00000197748;Usp33;3;152346489;152393617
ENSMUST00000117492;Usp33;3;152346478;152393333
ENSMUST00000044260;Usp37;1;74435511;74505803
ENSMUST00000042724;Usp38;8;80980733;81014928
ENSMUST00000070345;Usp39;6;72318678;72345184
ENSMUST00000193449;Usp39;CHR_MG184_PATCH;72318677;72345183
ENSMUST00000194959;Usp4;9;108347913;108392520
ENSMUST00000035237;Usp4;9;108347853;108392545
ENSMUST00000053287;Usp42;5;143710325;143732280
ENSMUST00000106653;Usp47;7;112023504;112111384
ENSMUST00000141628;Usp48;4;137633838;137653006
ENSMUST00000105840;Usp48;4;137594140;137658531
ENSMUST00000024779;Usp49;17;47630690;47686738
ENSMUST00000122110;Usp5;6;124815038;124829435
ENSMUST00000047510;Usp5;6;124815019;124829484
ENSMUST00000028841;Usp8;2;126707343;126759297
ENSMUST00000080713;Utp14a;X;48256862;48282453
ENSMUST00000040972;Utp15;13;98246845;98263041
ENSMUST00000066888;Utp18;11;93859243;93885766
ENSMUST00000004470;Utp20;10;88746607;88826804
ENSMUST00000137116;Utp23;15;51877429;51884614
ENSMUST00000090413;Utp3;5;88554462;88556090
ENSMUST00000043152;Utp6;11;79933953;79962390
ENSMUST00000037968;Uvrag;7;98885021;99141141
ENSMUST00000034190;Vac14;8;110618599;110720398
ENSMUST00000067530;Vapb;2;173737511;173784336
ENSMUST00000030164;Vcp;4;42979963;43000507
ENSMUST00000102758;Vdac1;11;52360860;52389397
ENSMUST00000022293;Vdac2;14;21831269;21845879
ENSMUST00000183959;Vezf1;CHR_MG3829_PATCH;88068279;88084729
ENSMUST00000018521;Vezf1;11;88068279;88084729
ENSMUST00000194410;Vezf1;CHR_MG3829_PATCH;88073588;88084729
ENSMUST00000119818;Vezt;10;93961522;94035817
ENSMUST00000047711;Vezt;10;93968100;94035748
ENSMUST00000035673;Vhl;6;113623959;113631633
ENSMUST00000201855;Vkorc1l1;5;129942109;129986692
ENSMUST00000034644;Vps11;9;44347749;44361670
ENSMUST00000048646;Vps13b;15;35371160;35931229
ENSMUST00000028900;Vps16;2;130424365;130444269
ENSMUST00000042477;Vps25;11;101253707;101259549
ENSMUST00000105447;Vps26a;10;62455277;62486805
ENSMUST00000034470;Vps26b;9;27007771;27030065
ENSMUST00000118830;Vps29;5;122354385;122363286
ENSMUST00000117868;Vps29;5;122354406;122362492
ENSMUST00000155671;Vps29;5;122354369;122364984
ENSMUST00000031388;Vps33a;5;123528659;123573038
ENSMUST00000034131;Vps35;8;85260392;85299802
ENSMUST00000033866;Vps36;8;22192809;22220843
ENSMUST00000098817;Vps37a;8;40511783;40551134
ENSMUST00000087951;Vps37c;19;10688751;10714626
ENSMUST00000072961;Vps41;13;18717290;18866811
ENSMUST00000015891;Vps45;3;95999832;96058466
ENSMUST00000034388;Vps4a;8;107031222;107045755
ENSMUST00000094646;Vps4b;1;106769430;106796728
ENSMUST00000112736;Vps4b;1;106764071;106796667
ENSMUST00000164052;Vps50;6;3498422;3603315
ENSMUST00000025711;Vps51;19;6067842;6077231
ENSMUST00000160590;Vps51;19;6075903;6077200
ENSMUST00000025178;Vps52;17;33955812;33967035
ENSMUST00000009102;Vps72;3;95111022;95123051
ENSMUST00000002275;Vrk3;7;44748413;44777515
ENSMUST00000055262;Vti1b;12;79156017;79172667
ENSMUST00000167020;Wac;18;7869197;7929028
ENSMUST00000092112;Wac;18;7869493;7927519
ENSMUST00000074919;Wac;18;7868850;7927067
ENSMUST00000048263;Wapl;14;34673928;34747983
ENSMUST00000109848;Wars;12;108860030;108894174
ENSMUST00000004343;Wars2;3;99141068;99220203
ENSMUST00000031695;Wasl;6;24613805;24665009
ENSMUST00000116514;Wbp11;6;136813654;136828233
ENSMUST00000022601;Wbp4;14;79459937;79481520
ENSMUST00000005234;Wdr1;5;38526813;38561806
ENSMUST00000122038;Wdr12;1;60076868;60098146
ENSMUST00000045247;Wdr18;10;79960152;79970203
ENSMUST00000026833;Wdr24;17;25823627;25828730
ENSMUST00000167816;Wdr25;12;108894272;109028452
ENSMUST00000162963;Wdr26;1;181173232;181211437
ENSMUST00000159290;Wdr26;1;181180407;181183739
ENSMUST00000162819;Wdr26;1;181173228;181211978
ENSMUST00000025264;Wdr33;18;31804098;31907397
ENSMUST00000082319;Wdr33;18;31804090;31841642
ENSMUST00000113711;Wdr34;2;30031546;30048881
ENSMUST00000053663;Wdr36;18;32837225;32867594
ENSMUST00000166214;Wdr36;18;32837311;32866400
ENSMUST00000021572;Wdr37;13;8802995;8871044
ENSMUST00000056512;Wdr41;13;94976348;95023314
ENSMUST00000047086;Wdr43;17;71616215;71659031
ENSMUST00000026173;Wdr45b;11;121327224;121354445
ENSMUST00000025170;Wdr46;17;33940660;33949697
ENSMUST00000036561;Wdr48;9;119894878;119926586
ENSMUST00000113952;Wdr5;2;27515157;27536535
ENSMUST00000049323;Wdr55;18;36760220;36763810
ENSMUST00000051822;Wdr61;9;54717159;54734517
ENSMUST00000121204;Wdr61;9;54717164;54734519
ENSMUST00000072726;Wdr7;18;63708685;63989776
ENSMUST00000045766;Wdr70;15;7873062;8099191
ENSMUST00000026816;Wdr73;7;80890723;80901269
ENSMUST00000049424;Wdr74;19;8735839;8740624
ENSMUST00000010278;Wdr77;3;105959369;105969760
ENSMUST00000020490;Wdr82;9;106170928;106191139
ENSMUST00000079764;Wdr83os;8;85080740;85082339
ENSMUST00000046955;Wdr92;11;17211918;17233796
ENSMUST00000043305;Wdtc1;4;133292459;133339324
ENSMUST00000067563;Wdyhv1;15;58141377;58158654
ENSMUST00000165460;Whamm;7;81571292;81596836
ENSMUST00000209044;Whamm;7;81571944;81596477
ENSMUST00000037480;Wipf2;11;98863638;98905040
ENSMUST00000036872;Wipi2;5;142629542;142670588
ENSMUST00000048139;Wrap53;11;69561759;69579324
ENSMUST00000023913;Wrb;16;96145407;96157852
ENSMUST00000021832;Wrnip1;13;32802038;32822609
ENSMUST00000166615;Wwp2;8;107436365;107558595
ENSMUST00000019614;Xab2;8;3610087;3621316
ENSMUST00000163754;Xpnpep3;15;81400138;81457482
ENSMUST00000087031;Xpo5;17;46202782;46243598
ENSMUST00000022696;Xpo7;14;70664818;70766554
ENSMUST00000039810;Xpot;10;121587380;121626316
ENSMUST00000027741;Xpr1;1;155275701;155417329
ENSMUST00000063249;Xrcc1;7;24547150;24573438
ENSMUST00000030773;Xrcc2;5;25689812;25705825
ENSMUST00000028921;Xrn2;2;147012996;147078000
ENSMUST00000055389;Xxylt1;16;30955144;31081432
ENSMUST00000099735;Yae1d1;13;17981330;17993349
ENSMUST00000106054;Yars;4;129189760;129219607
ENSMUST00000059955;Yars2;16;16302978;16309640
ENSMUST00000049185;Ybey;10;76459567;76469114
ENSMUST00000020382;Yeats4;10;117215222;117224507
ENSMUST00000025811;Yif1a;19;5088545;5092881
ENSMUST00000075693;Yipf1;4;107314363;107359822
ENSMUST00000095263;Yipf3;17;46248080;46252537
ENSMUST00000024873;Yipf4;17;74489493;74500277
ENSMUST00000025364;Yipf5;18;40203896;40219429
ENSMUST00000002818;Ykt6;11;5955693;5967780
ENSMUST00000028117;Yme1l1;2;23156369;23199260
ENSMUST00000049813;Yod1;1;130717327;130724358
ENSMUST00000102628;Yrdc;4;124850679;124855242
ENSMUST00000120498;Ythdc1;5;86804233;86836659
ENSMUST00000037299;Ythdf1;2;180904377;180920949
ENSMUST00000018470;Ywhab;2;163994960;164018588
ENSMUST00000067664;Ywhae;11;75732869;75765845
ENSMUST00000019109;Ywhah;5;33018816;33027966
ENSMUST00000135088;Ywhaq;12;21390071;21417637
ENSMUST00000155480;Ywhaq;12;21390332;21417588
ENSMUST00000021692;Yy1;12;108792973;108820148
ENSMUST00000045909;Zbed3;13;95325237;95337841
ENSMUST00000042779;Zbtb1;12;76370266;76396950
ENSMUST00000050248;Zbtb11;16;55973883;56008913
ENSMUST00000006377;Zbtb17;4;141444654;141467225
ENSMUST00000053429;Zbtb22;17;33916171;33919325
ENSMUST00000080771;Zbtb24;10;41450383;41465574
ENSMUST00000049583;Zbtb40;4;136979732;137048695
ENSMUST00000115222;Zbtb44;9;31030646;31075885
ENSMUST00000210282;Zbtb45;7;13003898;13009800
ENSMUST00000051390;Zbtb45;7;13005711;13009830
ENSMUST00000066715;Zbtb48;4;152019774;152027661
ENSMUST00000055028;Zbtb5;4;44991242;45012394
ENSMUST00000030610;Zbtb8a;4;129353628;129378116
ENSMUST00000119480;Zbtb8os;4;129336012;129346935
ENSMUST00000141235;Zbtb8os;4;129335695;129349871
ENSMUST00000040572;Zc3h10;10;128541963;128547774
ENSMUST00000191896;Zc3h11a;1;133619862;133661318
ENSMUST00000022577;Zc3h13;14;75284373;75344426
ENSMUST00000110105;Zc3h14;12;98746989;98787753
ENSMUST00000110104;Zc3h14;12;98746964;98787753
ENSMUST00000081591;Zc3h15;2;83644435;83664622
ENSMUST00000093073;Zc3h18;8;122376643;122417360
ENSMUST00000100538;Zc3h3;15;75754430;75841915
ENSMUST00000209289;Zc3h4;7;16401207;16437696
ENSMUST00000037633;Zc3h7a;16;11136592;11176393
ENSMUST00000109554;Zc3h7b;15;81745057;81796260
ENSMUST00000080812;Zc3hc1;6;30366380;30391023
ENSMUST00000018383;Zcchc10;11;53324679;53333301
ENSMUST00000031077;Zcchc4;5;52783054;52823571
ENSMUST00000113904;Zcchc4;5;52783054;52824665
ENSMUST00000107824;Zcchc7;4;44756568;44932203
ENSMUST00000118927;Zdhhc13;7;48789003;48827440
ENSMUST00000026154;Zdhhc16;19;41933490;41944104
ENSMUST00000041723;Zdhhc17;10;110941780;111010066
ENSMUST00000084238;Zdhhc18;4;133605299;133633469
ENSMUST00000089473;Zdhhc20;14;57832703;57890276
ENSMUST00000147563;Zdhhc3;9;123072310;123113205
ENSMUST00000001900;Zdhhc4;5;143316489;143329256
ENSMUST00000035840;Zdhhc5;2;84687970;84715180
ENSMUST00000076891;Zdhhc6;19;55298320;55316030
ENSMUST00000034280;Zdhhc7;8;120080890;120101482
ENSMUST00000206884;Zdhhc8;CHR_MG3833_MG4220_PATCH;18220753;18235136
ENSMUST00000076957;Zdhhc8;16;18220753;18235136
ENSMUST00000178385;Zfand6;7;84615054;84679392
ENSMUST00000209117;Zfand6;7;84613766;84689957
ENSMUST00000077791;Zfp1;8;111643506;111671011
ENSMUST00000174512;Zfp101;17;33380636;33394623
ENSMUST00000167107;Zfp101;17;33380255;33394641
ENSMUST00000055241;Zfp106;2;120506820;120563807
ENSMUST00000004614;Zfp110;7;12834761;12850577
ENSMUST00000062181;Zfp146;7;30161269;30169727
ENSMUST00000089677;Zfp148;16;33400445;33498643
ENSMUST00000165418;Zfp148;16;33380836;33504363
ENSMUST00000085856;Zfp157;5;138441468;138460694
ENSMUST00000041778;Zfp174;16;3847268;3858880
ENSMUST00000068975;Zfp180;7;24081924;24107713
ENSMUST00000188489;Zfp207;11;80383279;80405733
ENSMUST00000017567;Zfp207;11;80383303;80396248
ENSMUST00000009411;Zfp212;6;47920476;47932639
ENSMUST00000095606;Zfp213;17;23556767;23564238
ENSMUST00000056549;Zfp235;7;24134242;24143241
ENSMUST00000171071;Zfp236;18;82593593;82692883
ENSMUST00000066497;Zfp24;18;24009702;24020810
ENSMUST00000069637;Zfp277;12;40315046;40445902
ENSMUST00000069692;Zfp277;12;40315046;40445774
ENSMUST00000061617;Zfp280b;10;76032654;76043234
ENSMUST00000061890;Zfp282;6;47877204;47908485
ENSMUST00000060444;Zfp3;11;70764209;70772928
ENSMUST00000161448;Zfp316;5;143249697;143270022
ENSMUST00000208694;Zfp317;9;19622128;19649731
ENSMUST00000113481;Zfp318;17;46383731;46420024
ENSMUST00000138127;Zfp318;17;46383751;46420920
ENSMUST00000057717;Zfp319;8;95323011;95331950
ENSMUST00000034147;Zfp330;8;82763621;82774160
ENSMUST00000021937;Zfp346;13;55105327;55134825
ENSMUST00000074941;Zfp35;18;23989632;24005376
ENSMUST00000106072;Zfp362;4;128773088;128806045
ENSMUST00000130799;Zfp369;13;65278814;65304221
ENSMUST00000102703;Zfp39;11;58888153;58904225
ENSMUST00000125763;Zfp407;18;84207701;84589504
ENSMUST00000045931;Zfp410;12;84316852;84343723
ENSMUST00000167457;Zfp426;9;20468549;20492746
ENSMUST00000063989;Zfp438;18;5210029;5334439
ENSMUST00000108566;Zfp444;7;6172513;6190421
ENSMUST00000108567;Zfp444;7;6172482;6193811
ENSMUST00000044455;Zfp451;1;33792136;33814570
ENSMUST00000069195;Zfp46;4;136286067;136293942
ENSMUST00000039132;Zfp472;17;32965814;32979233
ENSMUST00000210882;Zfp511;7;140036528;140040602
ENSMUST00000076264;Zfp512;5;31452435;31481754
ENSMUST00000128553;Zfp512b;2;181582105;181590920
ENSMUST00000031562;Zfp513;5;31198983;31202042
ENSMUST00000114590;Zfp513;5;31198981;31202303
ENSMUST00000076664;Zfp53;17;21491256;21509764
ENSMUST00000056232;Zfp553;7;127233255;127238043
ENSMUST00000053410;Zfp574;7;25077284;25082480
ENSMUST00000107353;Zfp592;7;80993681;81045164
ENSMUST00000030644;Zfp593;4;134243289;134245592
ENSMUST00000047179;Zfp598;17;24669747;24682016
ENSMUST00000159109;Zfp609;9;65692391;65827564
ENSMUST00000108015;Zfp619;7;39517766;39540420
ENSMUST00000037260;Zfp623;15;75940952;75949400
ENSMUST00000193287;Zfp639;3;32510259;32520833
ENSMUST00000029203;Zfp639;3;32515295;32520685
ENSMUST00000087971;Zfp64;2;168925361;168955272
ENSMUST00000050383;Zfp646;7;127877701;127885996
ENSMUST00000206340;Zfp646;7;127879311;127885992
ENSMUST00000167316;Zfp655;5;145231723;145247302
ENSMUST00000054415;Zfp668;7;127863047;127876828
ENSMUST00000110905;Zfp68;5;138603652;138619761
ENSMUST00000063262;Zfp68;5;138606120;138619740
ENSMUST00000019482;Zfp687;3;95006702;95015238
ENSMUST00000053392;Zfp689;7;127442136;127449158
ENSMUST00000078976;Zfp706;15;36997027;37007402
ENSMUST00000188685;Zfp709;8;71882019;71895727
ENSMUST00000058104;Zfp719;7;43579610;43593235
ENSMUST00000012873;Zfp729b;13;67589439;67609707
ENSMUST00000118729;Zfp740;15;102203648;102215605
ENSMUST00000067425;Zfp747;7;127372537;127376050
ENSMUST00000181892;Zfp748;13;67538641;67553830
ENSMUST00000114583;Zfp777;6;48024188;48048114
ENSMUST00000205874;Zfp780b;7;27959135;27979139
ENSMUST00000094870;Zfp787;7;6131491;6155971
ENSMUST00000072465;Zfp809;9;22225771;22243354
ENSMUST00000054072;Zfp81;17;33329342;33358878
ENSMUST00000086278;Zfp810;9;22276748;22307638
ENSMUST00000034163;Zfp821;8;109705549;109724932
ENSMUST00000056677;Zfp830;11;82764345;82765935
ENSMUST00000032802;Zfp84;7;29768552;29779821
ENSMUST00000076251;Zfp865;7;5020376;5036768
ENSMUST00000121886;Zfp868;8;69610857;69625548
ENSMUST00000181767;Zfp87;13;67515781;67526177
ENSMUST00000034382;Zfp90;8;106415339;106425889
ENSMUST00000038627;Zfp91;19;12767020;12796126
ENSMUST00000056246;Zfp954;7;7114690;7121488
ENSMUST00000179996;Zfp994;17;22197265;22225616
ENSMUST00000025707;Zfpl1;19;6080762;6084943
ENSMUST00000160977;Zfpl1;19;6081168;6084915
ENSMUST00000048319;Zfyve1;12;83546849;83597222
ENSMUST00000102519;Zfyve19;2;119209027;119217049
ENSMUST00000090174;Zfyve19;2;119208634;119217049
ENSMUST00000021714;Zfyve21;12;111814170;111828386
ENSMUST00000021547;Zfyve26;12;79232346;79296304
ENSMUST00000169536;Zfyve27;19;42170567;42194590
ENSMUST00000099443;Zfyve27;19;42170594;42191717
ENSMUST00000103112;Zhx3;2;160765782;160859631
ENSMUST00000031632;Zkscan14;5;145194946;145201868
